latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-8.563,114.1945,333.9,1.3,1.1,2015-11-02,0616,Aqua,MODIS,82,6.2,312.8,16.8,D,0
-8.5612,114.206,331.7,1.3,1.1,2015-11-02,0616,Aqua,MODIS,73,6.2,311.1,12.9,D,0
-7.7067,110.6162,335.6,1,1,2015-11-02,0616,Aqua,MODIS,80,6.2,308.5,22.1,D,0
-7.708,110.6072,328.6,1,1,2015-11-02,0616,Aqua,MODIS,69,6.2,307.9,12.8,D,0
-7.2239,112.5484,330.9,1.1,1,2015-11-02,0616,Aqua,MODIS,50,6.2,311.9,9.7,D,0
-7.1407,108.0783,306,1.7,1.3,2015-11-02,1542,Terra,MODIS,66,6.2,288.9,18.3,N,0
-8.2545,114.0203,323.2,1.7,1.3,2015-11-03,0229,Terra,MODIS,54,6.2,305,22.9,D,0
-7.9064,112.1946,327.2,2.4,1.5,2015-11-03,0229,Terra,MODIS,65,6.2,303.6,44.2,D,0
-7.901,112.1893,328.1,2.4,1.5,2015-11-03,0229,Terra,MODIS,69,6.2,304.3,48.8,D,0
-7.7744,112.5985,331.9,2.3,1.5,2015-11-03,0229,Terra,MODIS,72,6.2,298.8,70.1,D,0
-7.9607,113.6064,321.3,1.9,1.3,2015-11-03,0229,Terra,MODIS,44,6.2,300.3,31.5,D,0
-7.9541,113.6019,323.7,1.9,1.3,2015-11-03,0229,Terra,MODIS,63,6.2,299.3,38.6,D,0
-8.1168,112.9227,333.6,2.1,1.4,2015-11-03,0229,Terra,MODIS,60,6.2,304.1,78.2,D,1
-7.9585,113.5921,320.5,1.9,1.3,2015-11-03,0229,Terra,MODIS,34,6.2,300.6,30.4,D,0
-8.1164,112.9295,335.4,2.1,1.4,2015-11-03,0229,Terra,MODIS,71,6.2,308.2,90.9,D,1
-7.424,112.533,304,1.6,1.2,2015-11-03,1446,Terra,MODIS,58,6.2,294,6.4,N,0
-8.1158,112.9216,327,1.5,1.2,2015-11-03,1446,Terra,MODIS,100,6.2,284.5,51,N,1
-7.9146,112.4576,302,1.6,1.3,2015-11-03,1446,Terra,MODIS,46,6.2,284.8,12.8,N,1
-8.3496,114.06,304.1,1.3,1.1,2015-11-03,1446,Terra,MODIS,58,6.2,291.8,7.6,N,0
-7.4221,112.5471,309.8,1.6,1.2,2015-11-03,1446,Terra,MODIS,78,6.2,294,13.6,N,0
-8.111,112.9291,335.8,1.3,1.1,2015-11-03,1746,Aqua,MODIS,100,6.2,285.3,56.1,N,1
-8.1092,112.9181,303.7,1.3,1.1,2015-11-03,1746,Aqua,MODIS,56,6.2,277.2,11.7,N,1
-8.2467,113.1382,302.4,1.2,1.1,2015-11-03,1746,Aqua,MODIS,49,6.2,291.8,5.6,N,0
-6.9691,107.6144,325.1,1,1,2015-11-04,0312,Terra,MODIS,34,6.2,304.3,6.3,D,0
-7.0267,106.5984,333.4,1.1,1,2015-11-04,0312,Terra,MODIS,84,6.2,298,25.5,D,0
-8.1936,113.5765,324.1,1,1,2015-11-04,0603,Aqua,MODIS,36,6.2,304.9,7.5,D,0
-8.4015,113.607,320.7,1,1,2015-11-04,0603,Aqua,MODIS,51,6.2,302.5,6.8,D,0
-7.5605,108.048,314.2,2,1.4,2015-11-04,0604,Aqua,MODIS,57,6.2,288.1,21.2,D,0
-8.1199,112.9284,337,1,1,2015-11-04,0604,Aqua,MODIS,54,6.2,306.5,31,D,2
-7.4639,112.4932,323.3,1.1,1,2015-11-04,0604,Aqua,MODIS,36,6.2,305.3,7.9,D,0
-7.7236,113.9072,331.5,1,1,2015-11-04,0604,Aqua,MODIS,66,6.2,311,14.5,D,0
-7.9469,114.1515,335.7,1,1,2015-11-04,0604,Aqua,MODIS,84,6.2,302.6,29.9,D,0
-8.1111,112.9299,306.6,2.3,1.5,2015-11-04,1529,Terra,MODIS,68,6.2,283,32.3,N,1
-8.1076,112.941,301,2.3,1.5,2015-11-04,1529,Terra,MODIS,27,6.2,284.4,19.4,N,2
-7.2229,113.7977,311.4,3.2,1.7,2015-11-05,0217,Terra,MODIS,48,6.2,298.2,40.6,D,3
-8.1671,113.3544,316.6,4.3,1.9,2015-11-05,0646,Aqua,MODIS,55,6.2,295.2,54.5,D,0
-8.1106,112.9044,300,2.6,1.6,2015-11-05,1434,Terra,MODIS,13,6.2,282.4,22.1,N,0
-8.1156,112.926,304.8,2.6,1.6,2015-11-05,1434,Terra,MODIS,62,6.2,282.7,34,N,1
-8.1065,112.9256,309.6,2.1,1.4,2015-11-05,1734,Aqua,MODIS,78,6.2,278.5,36.1,N,1
-8.1085,112.9341,305.5,2.1,1.4,2015-11-05,1734,Aqua,MODIS,64,6.2,279,27.9,N,2
-8.2331,113.0501,325.8,1.1,1,2015-11-06,0300,Terra,MODIS,54,6.2,305.6,15.5,D,0
-7.0128,110.3449,321.8,2.3,1.5,2015-11-06,0552,Aqua,MODIS,51,6.2,297.1,25.1,D,0
-7.7203,113.9224,303.5,1.6,1.2,2015-11-06,1517,Terra,MODIS,36,6.2,282.4,9,N,0
-8.113,112.9299,317.7,1.3,1.1,2015-11-06,1517,Terra,MODIS,96,6.2,279.8,29.1,N,1
-8.1148,112.9178,302.1,1.3,1.1,2015-11-06,1517,Terra,MODIS,47,6.2,275.2,11.9,N,1
-7.7183,113.9312,303.6,1.6,1.2,2015-11-06,1517,Terra,MODIS,44,6.2,282.2,10.9,N,0
-8.1081,112.9299,306.4,1.6,1.3,2015-11-06,1817,Aqua,MODIS,68,6.2,274.3,20.7,N,1
-8.1096,112.9426,302.4,1.6,1.3,2015-11-06,1817,Aqua,MODIS,49,6.2,276.2,16.5,N,2
-7.2242,113.9491,313.4,1,1,2015-11-08,0247,Terra,MODIS,57,6.2,299,7,D,3
-8.151,113.0087,322.6,1.1,1,2015-11-08,0247,Terra,MODIS,49,6.2,291.1,15.1,D,0
-6.6851,108.0984,331.4,2.3,1.5,2015-11-08,0247,Terra,MODIS,82,6.2,293.9,59.5,D,0
-6.672,108.1005,324.3,2.3,1.5,2015-11-08,0247,Terra,MODIS,72,6.2,294.5,32.8,D,0
-7.6533,113.9846,322.3,1,1,2015-11-08,0247,Terra,MODIS,39,6.2,286.4,12.5,D,0
-8.1143,112.926,337.7,1,1,2015-11-08,1505,Terra,MODIS,100,6.2,284.5,43.3,N,1
-8.1164,112.9339,305.4,1.1,1,2015-11-08,1805,Aqua,MODIS,64,6.2,281.4,10.3,N,2
-6.3593,107.2799,320.9,1.3,1.1,2015-11-09,0330,Terra,MODIS,20,6.2,298.3,12.6,D,0
-7.007,107.7454,317.8,1.4,1.2,2015-11-09,0330,Terra,MODIS,59,6.2,298.3,11.1,D,0
-6.9611,107.8037,320.1,1.4,1.2,2015-11-09,0330,Terra,MODIS,36,6.2,296.8,16.4,D,0
-6.9299,107.6976,319.9,1.4,1.2,2015-11-09,0330,Terra,MODIS,45,6.2,297.4,8.5,D,0
-8.2133,113.4806,323.9,1.5,1.2,2015-11-09,0622,Aqua,MODIS,70,6.2,300.7,12.5,D,0
-8.1081,113.3194,324.3,1.5,1.2,2015-11-10,0235,Terra,MODIS,54,6.2,301.2,18.9,D,0
-8.1111,112.9252,333.5,1.1,1,2015-11-10,1752,Aqua,MODIS,100,6.2,278,40.7,N,1
-8.1124,112.9338,314.9,1.1,1,2015-11-10,1752,Aqua,MODIS,90,6.2,278.9,18.4,N,2
-6.9731,106.8352,317.1,1,1,2015-11-11,0318,Terra,MODIS,59,6.2,296.4,6.3,D,0
-7.0057,107.7464,318.9,1,1,2015-11-11,0318,Terra,MODIS,57,6.2,299.8,6.9,D,0
-6.9566,107.7878,323.8,1,1,2015-11-11,0318,Terra,MODIS,72,6.2,300,11.7,D,0
-7.0522,107.749,322,1,1,2015-11-11,0318,Terra,MODIS,61,6.2,299.8,9.8,D,2
-6.958,107.7969,322.6,1,1,2015-11-11,0318,Terra,MODIS,65,6.2,300.2,11.4,D,0
-7.2198,112.5049,326,1,1,2015-11-11,0610,Aqua,MODIS,74,6.2,301.7,7.2,D,0
-8.2752,113.2309,322.5,1,1,2015-11-11,0610,Aqua,MODIS,0,6.2,297.7,10.6,D,0
-7.2245,113.8002,312,2.5,1.5,2015-11-12,0223,Terra,MODIS,52,6.2,293.3,26.6,D,3
-8.1085,112.9192,320.8,2.8,1.6,2015-11-12,0223,Terra,MODIS,0,6.2,289.5,64.7,D,1
-8.1197,112.9282,309.2,1.6,1.2,2015-11-12,1740,Aqua,MODIS,77,6.2,279.1,22.6,N,2
-8.1067,112.9181,303.3,1.6,1.2,2015-11-12,1740,Aqua,MODIS,50,6.2,276.6,15,N,1
-8.1089,112.9316,323.4,1.6,1.2,2015-11-12,1740,Aqua,MODIS,100,6.2,280.2,47.1,N,1
-8.1405,113.3124,323.7,1.3,1.1,2015-11-13,0306,Terra,MODIS,52,6.2,299.4,15.6,D,0
-8.1181,112.9305,340.4,1.3,1.1,2015-11-13,0306,Terra,MODIS,68,6.2,292.6,58.2,D,2
-6.9614,110.4631,323,1,1,2015-11-13,0306,Terra,MODIS,48,6.2,301.6,7.3,D,0
-8.1444,113.1168,318.6,1.3,1.1,2015-11-13,0306,Terra,MODIS,60,6.2,299,13.6,D,0
-6.9566,107.7937,319,1.1,1.1,2015-11-13,0306,Terra,MODIS,50,6.2,297.7,10.1,D,0
-8.1162,113.3383,323.2,1.1,1.1,2015-11-13,0557,Aqua,MODIS,76,6.2,296.5,16.5,D,0
-8.1188,112.9332,320.1,4.8,2,2015-11-14,0211,Terra,MODIS,71,6.2,297.2,133.9,D,2
-8.117,112.9283,321.4,4.8,2,2015-11-14,0211,Terra,MODIS,40,6.2,297.8,131.4,D,1
-8.112,112.9347,305.8,2.8,1.6,2015-11-14,1728,Aqua,MODIS,66,6.2,276.3,43.6,N,2
-7.0493,112.6449,316,1,1,2015-11-15,0253,Terra,MODIS,59,6.2,303.1,8,D,3
-8.1139,112.927,347.9,1,1,2015-11-15,0254,Terra,MODIS,94,6.2,295.7,54.9,D,1
-8.0349,114.2599,359.4,1.6,1.2,2015-11-15,0545,Aqua,MODIS,94,6.2,303.7,146.8,D,0
-8.0241,114.257,348,1.6,1.2,2015-11-15,0545,Aqua,MODIS,94,6.2,305.7,94.2,D,0
-8.0225,114.2694,332.9,1.6,1.2,2015-11-15,0545,Aqua,MODIS,78,6.2,306.2,44.7,D,0
-8.1139,112.9174,316.8,2,1.4,2015-11-15,0545,Aqua,MODIS,47,6.2,287.8,34.5,D,1
-8.1169,112.9228,317.4,2,1.4,2015-11-15,0545,Aqua,MODIS,59,6.2,290,36.9,D,1
-8.0208,114.2631,332,1.6,1.2,2015-11-15,0545,Aqua,MODIS,80,6.2,307.5,43.5,D,0
-8.0225,114.2508,321.8,1.6,1.2,2015-11-15,0545,Aqua,MODIS,36,6.2,300.3,20.7,D,0
-8.1104,112.9165,306.4,1.1,1,2015-11-15,1511,Terra,MODIS,68,6.2,271.6,11.9,N,1
-8.1182,112.9287,314.5,1.1,1,2015-11-15,1511,Terra,MODIS,86,6.2,283.8,17.4,N,1
-8.109,112.9261,330.7,1.1,1,2015-11-15,1511,Terra,MODIS,100,6.2,277,37.9,N,1
-8.1152,112.9389,300.9,1.3,1.1,2015-11-15,1811,Aqua,MODIS,35,6.2,274.6,10.2,N,2
-8.1132,112.9242,301,1.3,1.1,2015-11-15,1811,Aqua,MODIS,37,6.2,272.2,10.5,N,1
-6.1045,107.43,312.3,1.7,1.3,2015-11-16,0336,Terra,MODIS,0,6.2,292.6,12.7,D,0
-7.5965,107.9051,312,1.9,1.4,2015-11-16,0337,Terra,MODIS,34,6.2,294.9,14.7,D,0
-8.1163,112.9293,334.9,1.7,1.3,2015-11-16,0628,Aqua,MODIS,75,6.2,300.7,63.6,D,1
-6.4129,107.9209,324,1,1,2015-11-16,0629,Aqua,MODIS,63,6.2,302.4,8.2,D,0
-8.1126,112.9312,330.8,1.3,1.1,2015-11-17,0241,Terra,MODIS,61,6.2,299,34,D,1
-7.6818,113.2541,311,1.2,1.1,2015-11-17,0241,Terra,MODIS,45,6.2,298.8,8.2,D,3
-8.2339,113.0534,323.7,1.2,1.1,2015-11-17,0241,Terra,MODIS,47,6.2,303,13.8,D,0
-8.1153,112.9298,323.6,1,1,2015-11-17,1758,Aqua,MODIS,100,6.2,279.9,24.3,N,1
-8.1063,112.9312,312.7,1,1,2015-11-17,1758,Aqua,MODIS,85,6.2,276.1,14.5,N,1
-8.105,112.9222,301.8,1,1,2015-11-17,1758,Aqua,MODIS,44,6.2,274.8,7.5,N,1
-7.7488,112.5709,325.4,1,1,2015-11-17,1758,Aqua,MODIS,100,6.2,268.2,27.7,N,0
-7.0478,107.7498,318.9,1.2,1.1,2015-11-18,0324,Terra,MODIS,31,6.2,299.7,9.9,D,2
-6.9645,107.8099,318.9,1.2,1.1,2015-11-18,0324,Terra,MODIS,39,6.2,299,11.5,D,0
-7.0081,107.7448,317.4,1.1,1.1,2015-11-18,0324,Terra,MODIS,60,6.2,299,9.6,D,0
-7.0035,107.7414,315.4,1.1,1.1,2015-11-18,0324,Terra,MODIS,59,6.2,297.3,7.3,D,0
-6.4196,107.4154,322.6,1.1,1,2015-11-18,0324,Terra,MODIS,47,6.2,302,9.5,D,0
-6.6057,105.6533,317.6,1,1,2015-11-18,0324,Terra,MODIS,53,6.2,299.1,6,D,0
-6.963,107.7996,318.8,1.2,1.1,2015-11-18,0324,Terra,MODIS,36,6.2,299.1,11.7,D,0
-7.7453,112.571,349.8,2.6,1.6,2015-11-18,0324,Terra,MODIS,82,6.2,293,232.2,D,0
-7.7594,112.5706,319.6,2.6,1.6,2015-11-18,0324,Terra,MODIS,51,6.2,291.8,54.1,D,0
-7.7515,112.5667,354.3,2.6,1.6,2015-11-18,0324,Terra,MODIS,73,6.2,293,273.4,D,0
-7.754,112.5868,312.4,2.6,1.6,2015-11-18,0324,Terra,MODIS,24,6.2,292.6,25.7,D,0
-7.3162,113.2137,316.9,1.2,1.1,2015-11-18,0616,Aqua,MODIS,67,6.2,305.7,12.8,D,3
-6.783,111.2031,326.6,1,1,2015-11-18,0616,Aqua,MODIS,65,6.2,303.1,8.5,D,0
-7.0528,107.7472,319.2,1.3,1.1,2015-11-18,0616,Aqua,MODIS,27,6.2,300,10.2,D,2
-6.2552,107.1651,320.3,1.3,1.1,2015-11-18,0616,Aqua,MODIS,53,6.2,299.3,12,D,0
-8.1174,112.9236,324.2,1.5,1.2,2015-11-19,1446,Terra,MODIS,100,6.2,285.1,44.8,N,1
-8.1064,112.9257,322.9,1.3,1.1,2015-11-19,1746,Aqua,MODIS,100,6.2,279.6,32.3,N,1
-8.1163,112.9276,306.8,1.3,1.1,2015-11-19,1746,Aqua,MODIS,61,6.2,283.7,13,N,1
-8.1079,112.935,300.6,1.3,1.1,2015-11-19,1746,Aqua,MODIS,6,6.2,280.2,8.1,N,2
-8.2385,113.0537,320.5,1.7,1.3,2015-11-20,0312,Terra,MODIS,61,6.2,301.7,21.5,D,0
-7.2239,110.4297,319.2,1.1,1,2015-11-20,0312,Terra,MODIS,45,6.2,299.9,7.8,D,0
-7.0065,107.7448,317.9,1,1,2015-11-20,0312,Terra,MODIS,36,6.2,300.2,7,D,0
-8.1798,113.186,335.7,1,1,2015-11-20,0603,Aqua,MODIS,84,6.2,305.8,22.2,D,0
-8.1151,112.9303,323.8,1,1,2015-11-20,0603,Aqua,MODIS,43,6.2,302.5,17.2,D,1
-8.1785,113.1952,333.3,1,1,2015-11-20,0603,Aqua,MODIS,82,6.2,305.3,19.2,D,0
-8.2358,113.0496,326.8,1,1,2015-11-20,0603,Aqua,MODIS,30,6.2,309.3,14.3,D,0
-8.1164,112.9211,344.4,1,1,2015-11-20,0603,Aqua,MODIS,86,6.2,303.4,48.5,D,1
-8.113,112.9444,301.9,2.3,1.5,2015-11-20,1529,Terra,MODIS,44,6.2,283.8,21.3,N,2
-8.1165,112.9343,303.6,2.3,1.5,2015-11-20,1529,Terra,MODIS,38,6.2,282.6,23,N,2
-8.1201,112.9172,320.1,3.7,1.8,2015-11-21,0217,Terra,MODIS,53,6.2,296.2,90.7,D,1
-8.1186,112.9066,308.8,2.6,1.6,2015-11-21,1434,Terra,MODIS,76,6.2,282.7,46.3,N,2
-8.1122,112.9223,312.9,2.1,1.4,2015-11-21,1734,Aqua,MODIS,86,6.2,282,43.6,N,1
-8.113,112.9289,317.8,2.1,1.4,2015-11-21,1734,Aqua,MODIS,96,6.2,282.3,56.3,N,1
-8.1146,112.9366,301.9,2.1,1.4,2015-11-21,1734,Aqua,MODIS,46,6.2,280.3,22.5,N,2
-7.2262,110.4306,320.3,1,1,2015-11-22,0300,Terra,MODIS,55,6.2,303.9,6,D,0
-8.7109,114.4776,316.9,1.3,1.1,2015-11-22,0300,Terra,MODIS,67,6.2,299.2,11.9,D,0
-8.3518,113.9592,319.6,1.2,1.1,2015-11-22,0300,Terra,MODIS,61,6.2,302.5,10.6,D,0
-7.2059,111.4667,319,1,1,2015-11-22,0300,Terra,MODIS,41,6.2,302,6.6,D,0
-7.5529,110.888,322.9,1,1,2015-11-22,0300,Terra,MODIS,32,6.2,301.6,7.3,D,0
-8.001,114.2175,328.6,1.2,1.1,2015-11-22,0300,Terra,MODIS,65,6.2,305.4,24,D,0
-8.1099,112.9227,325.7,1.1,1,2015-11-22,0300,Terra,MODIS,43,6.2,299.9,21.5,D,1
-8.355,113.9636,316.3,1.2,1.1,2015-11-22,0300,Terra,MODIS,28,6.2,301.1,7.6,D,0
-8.711,114.4753,322.2,1.2,1.1,2015-11-22,0551,Aqua,MODIS,75,6.2,301.1,16.6,D,0
-8.7125,114.4642,319.9,1.2,1.1,2015-11-22,0551,Aqua,MODIS,72,6.2,300.7,13.8,D,0
-8.2346,113.0449,322,1.5,1.2,2015-11-22,0551,Aqua,MODIS,25,6.2,304.1,19.5,D,0
-8.2378,113.0521,321.8,1.5,1.2,2015-11-22,0551,Aqua,MODIS,19,6.2,304,17.4,D,0
-7.9777,114.2439,346.5,1.2,1.1,2015-11-22,0551,Aqua,MODIS,93,6.2,301.2,68,D,0
-7.9791,114.2335,332.9,1.2,1.1,2015-11-22,0551,Aqua,MODIS,84,6.2,299.9,37.2,D,0
-8.1091,112.9225,316.1,1.3,1.1,2015-11-22,1517,Terra,MODIS,92,6.2,278.4,25.3,N,1
-8.119,112.9264,305.5,1.3,1.1,2015-11-22,1517,Terra,MODIS,64,6.2,283,13.5,N,1
-8.1086,112.93,308.5,1.6,1.2,2015-11-22,1817,Aqua,MODIS,75,6.2,277,22.6,N,1
-7.0042,114.1658,312.8,3,1.6,2015-11-23,0634,Aqua,MODIS,29,6.2,300.9,32.5,D,3
-7.2203,113.7657,316.3,2.7,1.6,2015-11-23,0634,Aqua,MODIS,46,6.2,305.3,39.9,D,3
-8.2742,113.9658,324.1,1,1,2015-11-24,0247,Terra,MODIS,30,6.2,303.6,11.5,D,0
-8.1169,112.9259,343.2,1.1,1,2015-11-24,0247,Terra,MODIS,68,6.2,301.6,47.9,D,1
-8.1152,112.9208,326.5,1,1,2015-11-24,1505,Terra,MODIS,100,6.2,279.3,27.7,N,1
-8.1139,112.9299,320.8,1,1,2015-11-24,1505,Terra,MODIS,100,6.2,281.7,21.5,N,1
-8.1105,112.9325,304.9,1.1,1,2015-11-24,1805,Aqua,MODIS,62,6.2,268,11.4,N,1
-7.0477,107.7404,316.4,1.4,1.2,2015-11-25,0330,Terra,MODIS,63,6.2,295.4,11.8,D,0
-6.9658,107.81,319,1.4,1.2,2015-11-25,0330,Terra,MODIS,41,6.2,297,12,D,0
-7.0054,107.7462,315.1,1.4,1.2,2015-11-25,0330,Terra,MODIS,65,6.2,296.7,9,D,0
-7.0494,107.7531,317.7,1.4,1.2,2015-11-25,0330,Terra,MODIS,71,6.2,296.5,13.9,D,2
-7.1764,112.5288,318.6,4.7,2,2015-11-26,0527,Aqua,MODIS,0,6.2,294.8,80.1,D,0
-8.1152,112.9216,336.7,1.2,1.1,2015-11-26,1452,Terra,MODIS,100,6.2,279.4,53.8,N,1
-8.1139,112.9318,300.2,1.2,1.1,2015-11-26,1452,Terra,MODIS,20,6.2,278.6,8,N,1
-8.1062,112.9296,310.3,1.1,1,2015-11-26,1752,Aqua,MODIS,80,6.2,271.7,14.3,N,1
-8.1154,112.9281,322.6,1.1,1,2015-11-26,1752,Aqua,MODIS,100,6.2,276.7,26,N,1
-6.9885,107.5555,311,1,1,2015-11-27,0318,Terra,MODIS,37,6.2,287.1,3.8,D,0
-6.9701,107.6195,314.3,1,1,2015-11-27,0318,Terra,MODIS,39,6.2,285.7,5.5,D,0
-7.4563,110.9579,316.4,1,1,2015-11-29,0306,Terra,MODIS,60,6.2,296.2,4.1,D,0
-7.6952,110.8298,318.3,1,1,2015-11-29,0306,Terra,MODIS,49,6.2,298.3,6.5,D,0
-8.1165,112.9321,316.5,1.3,1.1,2015-11-29,0306,Terra,MODIS,66,6.2,281.5,18.8,D,2
-8.1137,112.926,330,1.2,1.1,2015-11-29,0557,Aqua,MODIS,78,6.2,297.4,31.8,D,1
-8.1086,112.9226,302.5,1.7,1.3,2015-11-29,1523,Terra,MODIS,49,6.2,273.9,16.7,N,1
-8.1092,112.9332,304.8,2.8,1.6,2015-11-30,1728,Aqua,MODIS,62,6.2,281.6,36.6,N,1
-7.3925,112.7534,326.1,1,1,2015-12-01,0253,Terra,MODIS,64,6.2,303,8.5,D,0
-8.1188,112.9287,340.5,1,1,2015-12-01,0253,Terra,MODIS,86,6.2,309.4,37.1,D,2
-7.564,112.6055,324.5,1,1,2015-12-01,0253,Terra,MODIS,37,6.2,302.8,9,D,2
-7.2026,111.8073,322.8,2.3,1.5,2015-12-01,0545,Aqua,MODIS,29,6.2,298.5,31.9,D,0
-8.1123,112.926,325.3,1.1,1,2015-12-01,1511,Terra,MODIS,100,6.2,279.1,30.3,N,1
-8.1113,112.928,321.9,1.3,1.1,2015-12-01,1811,Aqua,MODIS,100,6.2,282.2,31.6,N,1
-8.1118,112.9342,317.3,1.3,1.1,2015-12-01,1811,Aqua,MODIS,95,6.2,282.8,25,N,2
-7.0504,107.7477,314,1.8,1.3,2015-12-02,0336,Terra,MODIS,57,6.2,291.8,15.4,D,2
-7.0541,107.7415,317.6,1,1,2015-12-02,0628,Aqua,MODIS,21,6.2,294.4,7,D,0
-7.2248,113.9503,314.7,1.1,1.1,2015-12-03,0241,Terra,MODIS,42,6.2,297.6,10,D,3
-7.6812,113.2559,310.7,1.2,1.1,2015-12-03,0241,Terra,MODIS,41,6.2,296.1,7.8,D,3
-8.1146,112.9275,319.6,1,1,2015-12-03,1458,Terra,MODIS,99,6.2,271.3,22.9,N,1
-8.1101,112.932,323.7,1,1,2015-12-03,1758,Aqua,MODIS,100,6.2,281.9,24,N,1
-8.119,112.9307,300.8,1,1,2015-12-03,1758,Aqua,MODIS,34,6.2,282.4,6.6,N,2
-8.1088,112.923,314.9,1,1,2015-12-03,1758,Aqua,MODIS,90,6.2,276.4,15.9,N,1
-6.4508,107.4567,320.2,1.1,1,2015-12-04,0324,Terra,MODIS,70,6.2,295.1,11.3,D,0
-7.0837,111.6085,315.2,2.1,1.4,2015-12-04,0324,Terra,MODIS,32,6.2,294.6,25.2,D,0
-7.0841,111.6028,313.9,2.1,1.4,2015-12-04,0324,Terra,MODIS,14,6.2,293.6,19.8,D,0
-7.2212,113.7661,310.6,3.1,1.7,2015-12-04,0324,Terra,MODIS,41,6.2,293.8,29.5,D,3
-6.135,106.29,316.3,1,1,2015-12-04,0324,Terra,MODIS,50,6.2,290.7,6.9,D,0
-6.9718,107.6153,320.8,1.1,1.1,2015-12-04,0324,Terra,MODIS,56,6.2,295.5,8.5,D,2
-8.11,112.9254,313.2,1.5,1.2,2015-12-05,1446,Terra,MODIS,87,6.2,267.5,27.5,N,1
-8.119,112.9171,308.9,1.5,1.2,2015-12-05,1446,Terra,MODIS,76,6.2,270.1,21.7,N,1
-8.1075,112.9289,322,1.3,1.1,2015-12-05,1746,Aqua,MODIS,100,6.2,275.2,32.5,N,1
-7.0518,107.7517,316.8,1,1,2015-12-06,0312,Terra,MODIS,54,6.2,293.2,6.8,D,2
-6.9563,107.7907,318.7,1,1,2015-12-06,0312,Terra,MODIS,43,6.2,295.9,8.1,D,0
-8.1142,112.9098,302.4,2.6,1.6,2015-12-07,1434,Terra,MODIS,49,6.2,278.6,29.1,N,1
-8.1087,112.917,300.3,2.1,1.4,2015-12-07,1734,Aqua,MODIS,23,6.2,279,18.5,N,1
-8.1114,112.934,304.9,2.1,1.4,2015-12-07,1734,Aqua,MODIS,62,6.2,279.2,25.3,N,2
-7.3933,112.7573,322.3,1,1,2015-12-08,0259,Terra,MODIS,63,6.2,297.5,7.5,D,0
-7.0108,110.3596,320.4,1,1,2015-12-08,0259,Terra,MODIS,15,6.2,296.8,7.5,D,0
-8.1164,112.9249,334.4,1.1,1,2015-12-08,0300,Terra,MODIS,0,6.2,290.5,34.7,D,1
-7.0496,107.7577,312.4,2.4,1.5,2015-12-09,0342,Terra,MODIS,65,6.2,293.3,19.1,D,2
-6.9636,107.7977,313.5,2.4,1.5,2015-12-09,0342,Terra,MODIS,54,6.2,293.1,20.7,D,0
-6.0046,105.9777,328.1,1,1,2015-12-09,0635,Aqua,MODIS,0,6.2,301.2,9.2,D,0
-7.1048,113.9963,320,1,1,2015-12-10,0247,Terra,MODIS,65,6.2,300.3,12,D,3
-8.1137,112.9214,333.7,1.1,1,2015-12-10,0247,Terra,MODIS,64,6.2,288,33.1,D,1
-7.113,114.0509,313.9,1,1,2015-12-10,0247,Terra,MODIS,56,6.2,297.7,6.9,D,3
-7.1102,114.0327,314.6,1,1,2015-12-10,0247,Terra,MODIS,36,6.2,298.1,7.2,D,3
-7.1116,114.0418,315.6,1,1,2015-12-10,0247,Terra,MODIS,55,6.2,298.5,8.1,D,3
-8.1254,112.9368,311.9,1.1,1,2015-12-10,0247,Terra,MODIS,0,6.2,286.6,8.8,D,2
-7.1034,113.9872,321.1,1,1,2015-12-10,0247,Terra,MODIS,65,6.2,300.8,13,D,3
-8.1241,112.9282,317.2,1.1,1,2015-12-10,0247,Terra,MODIS,0,6.2,289.1,14.4,D,2
-8.115,112.9305,330.7,1.1,1,2015-12-10,0247,Terra,MODIS,62,6.2,294.2,28.5,D,1
-7.3103,113.2167,310.7,1.1,1,2015-12-10,0247,Terra,MODIS,43,6.2,292.3,7,D,3
-8.1083,112.9269,308.4,1.1,1,2015-12-10,1805,Aqua,MODIS,75,6.2,274.9,12.5,N,1
-8.1191,112.937,301,1.1,1,2015-12-10,1805,Aqua,MODIS,21,6.2,280.1,7.2,N,2
-7.0491,107.7355,309.8,1.4,1.2,2015-12-11,0330,Terra,MODIS,44,6.2,285.5,7.2,D,0
-6.9669,107.8049,311.2,1.4,1.2,2015-12-11,0330,Terra,MODIS,62,6.2,287,9.4,D,0
-7.0508,107.7482,309.2,1.4,1.2,2015-12-11,0330,Terra,MODIS,47,6.2,284.9,6.9,D,2
-7.2285,110.4305,314.3,1.3,1.1,2015-12-13,0318,Terra,MODIS,40,6.2,293.8,9.5,D,0
-7.4565,110.955,313.5,1.5,1.2,2015-12-13,0318,Terra,MODIS,60,6.2,294.4,7.9,D,0
-6.134,106.2892,317.5,1,1,2015-12-20,0324,Terra,MODIS,63,6.2,295.5,8.5,D,0
-6.0062,105.9833,318.6,1,1,2015-12-20,0324,Terra,MODIS,50,6.2,290.3,8.2,D,0
-7.5654,112.619,316.9,1.5,1.2,2015-12-22,0312,Terra,MODIS,44,6.2,295.5,12.5,D,2
-8.1129,112.9216,309.5,1.6,1.2,2015-12-22,0312,Terra,MODIS,0,6.2,289,16.1,D,1
